a,b,R2
1.008768,-0.120872,0.000000
1.010772,-0.120872,0.000000
1.012776,-0.120872,0.000000
1.014780,-0.120872,0.000000
1.016784,-0.120872,0.000000
1.018788,-0.120872,0.000000
1.020792,-0.120872,0.000000
1.022796,-0.120872,0.000000
1.024800,-0.120872,0.000000
1.026804,-0.120872,0.000000
1.028808,-0.120872,0.000000
1.030812,-0.120872,0.000000
1.032816,-0.120872,0.000000
1.034820,-0.120872,0.000000
1.036824,-0.120872,0.000000
1.038828,-0.120872,0.000000
1.040832,-0.120872,0.000000
1.042836,-0.120872,0.000000
1.044840,-0.120872,0.000000
1.046844,-0.120872,0.000000
1.048848,-0.120872,0.000000
1.050852,-0.120872,0.000000
1.052856,-0.120872,0.000000
1.054860,-0.120872,0.000000
1.056864,-0.120872,0.000000
1.058868,-0.120872,0.000000
1.060872,-0.120872,0.000000
1.062876,-0.120872,0.000000
1.064880,-0.120872,0.000000
1.066884,-0.120872,0.000000
1.068888,-0.120872,0.000000
1.070892,-0.120872,0.000000
1.072896,-0.120872,0.000000
1.074900,-0.120872,0.000000
1.076904,-0.120872,0.000000
1.078908,-0.120872,0.000000
1.080912,-0.120872,0.000000
1.082916,-0.120872,0.000000
1.084920,-0.120872,0.000000
1.086924,-0.120872,0.000000
1.088928,-0.120872,0.000000
1.090932,-0.120872,0.000000
1.092936,-0.120872,0.000000
1.094940,-0.120872,0.000000
1.096944,-0.120872,0.000000
1.098948,-0.120872,0.000000
1.100952,-0.120872,0.000000
1.102956,-0.120872,0.000000
1.104960,-0.120872,0.000000
1.106964,-0.120872,0.000000
1.108968,-0.120872,0.000000
1.110972,-0.120872,0.000000
1.112976,-0.120872,0.000000
1.114981,-0.120872,0.000000
1.116985,-0.120872,0.000000
1.118989,-0.120872,0.000000
1.120993,-0.120872,0.000000
1.122997,-0.120872,0.000000
1.125001,-0.120872,0.000000
1.127005,-0.120872,0.000000
1.129009,-0.120872,0.000000
1.131013,-0.120872,0.000000
1.133017,-0.120872,0.000000
1.135021,-0.120872,0.000000
1.137025,-0.120872,0.000000
